4,0.2,-45,-53.4,87.1
4,0.2,-30.9,-68.6,112.7
4,0.2,-11.3,-77.5,126.2
4,0.2,11.3,-77.5,126.2
4,0.2,30.9,-68.6,112.7
4,0.2,45,-53.4,87.1
