0,0.0,-18.7,-58.7,60,&
1,0.0,18.7,-58.7,60,&
2,0.0,-38.7,-9.6,78.6,&
3,0.0,38.7,-9.6,78.6,&
4,0.0,18.7,-13.9,106.1,&
5,0.0,-18.7,-13.9,106.1
